,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch
1192,50,RM,60.0,9600,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,TA,TA,Mn,Unf,0,0,702,702,Gd,Y,SBrkr,842,630,1472,0,0,1,0,3,1,Gd,6,0,Noune,Detchd,1925.0,Unf,1,250,TA,Fa,P,0,WD,Normal,11.736077016252437,1,84
1193,120,RM,70.08333333333333,4500,Reg,Lvl,FR2,Mitchel,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,PConc,Ex,TA,No,GLQ,883,0,341,1224,Ex,Y,SBrkr,1224,0,1224,1,0,2,0,2,1,TA,5,0,Noune,Attchd,1999.0,Fin,2,402,TA,TA,Y,0,WD,Normal,12.013706813470414,1,304
1194,60,RL,80.0,9364,Reg,Lvl,Corner,Sawyer,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,CBlock,TA,TA,No,ALQ,371,0,292,663,TA,Y,SBrkr,663,689,1352,0,0,1,1,4,1,TA,7,0,Noune,Attchd,1969.0,Fin,1,299,TA,TA,Y,379,WD,Normal,11.970356641102999,1,36
1195,60,RL,51.0,8029,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,No,Unf,0,0,728,728,Ex,Y,SBrkr,728,728,1456,0,0,2,1,3,1,Gd,8,0,Noune,Attchd,2005.0,Fin,2,400,TA,TA,Y,100,WD,Normal,12.07824495582233,1,24
1196,60,RL,58.0,14054,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,Unf,0,0,879,879,Ex,Y,SBrkr,879,984,1863,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,2006.0,Fin,3,660,TA,TA,Y,100,New,Partial,12.29779001527865,1,17
1197,75,RM,65.0,8850,IR1,Bnk,Corner,OldTown,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,815,815,Ex,Y,SBrkr,815,875,1690,0,0,1,0,3,1,TA,7,1,Gd,Detchd,1916.0,Unf,1,225,TA,TA,Y,0,ConLw,Normal,11.87757552297847,1,330
1198,20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,1212,1212,Ex,Y,SBrkr,1212,0,1212,0,0,2,0,3,1,Gd,6,0,Noune,Attchd,2001.0,RFn,2,573,TA,TA,Y,356,WD,Normal,12.08954444723597,0,0
1199,20,RL,75.0,11235,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,CBlock,TA,TA,No,Rec,547,0,504,1051,Gd,Y,SBrkr,1382,0,1382,0,0,1,1,3,1,TA,6,1,Po,Attchd,1974.0,Unf,2,459,TA,TA,Y,0,WD,Normal,11.904974309480183,1,82
1200,20,RL,71.0,9353,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,864,864,Gd,Y,SBrkr,864,0,864,0,0,1,0,3,1,TA,5,0,Noune,Attchd,1972.0,Unf,1,280,TA,TA,Y,0,Oth,Abnorml,11.6617850286409,0,0
1201,60,RL,80.0,10400,Reg,Lvl,Corner,CollgCr,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,Av,Unf,0,0,866,866,Ex,Y,SBrkr,866,913,1779,0,0,2,1,3,1,Gd,6,0,Noune,Attchd,1998.0,RFn,2,546,TA,TA,Y,198,WD,Normal,12.19552218463499,1,36
1202,50,RM,50.0,6000,Reg,Lvl,Corner,BrkSide,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,884,884,Ex,Y,SBrkr,884,464,1348,1,0,1,0,3,1,TA,5,1,Fa,Detchd,1960.0,Unf,1,216,TA,TA,N,0,WD,Normal,11.669937760751914,1,208
1203,20,RL,75.0,9750,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,PConc,Gd,TA,No,Unf,0,0,1630,1630,Ex,Y,SBrkr,1630,0,1630,0,0,2,0,3,1,Gd,6,1,TA,Attchd,2000.0,Unf,2,451,TA,TA,Y,74,WD,Normal,12.269052139516223,1,234
1204,20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,Gd,TA,No,ALQ,788,0,268,1056,Ex,Y,SBrkr,1074,0,1074,1,0,1,1,3,1,TA,6,0,Noune,Attchd,1975.0,RFn,2,495,TA,TA,Y,0,WD,Normal,11.941462360646149,1,88
1205,20,RL,90.0,14684,IR1,Lvl,CulDSac,SawyerW,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,CBlock,Gd,TA,Mn,ALQ,485,177,1496,2158,Gd,Y,SBrkr,2196,0,2196,0,0,2,0,3,1,Gd,7,1,TA,Attchd,1990.0,RFn,3,701,TA,TA,Y,84,WD,Normal,12.513193308436527,1,70
1206,20,RH,71.5,8900,Reg,Lvl,Inside,SawyerW,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,No,Rec,1056,0,0,1056,TA,Y,SBrkr,1056,0,1056,1,0,1,0,2,1,TA,5,0,Noune,Detchd,1966.0,Unf,1,384,TA,TA,Y,0,WD,Normal,11.580593459194764,1,42
1207,20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,Gd,TA,Av,GLQ,340,0,1342,1682,Ex,Y,SBrkr,1700,0,1700,1,0,2,0,3,1,Gd,7,0,Noune,Attchd,2003.0,RFn,2,544,TA,TA,Y,192,WD,Normal,12.206077645517674,1,23
1208,20,RL,70.0,7763,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Rec,504,108,319,931,TA,Y,SBrkr,1283,0,1283,1,0,1,0,3,1,TA,6,0,Noune,Detchd,1980.0,Unf,2,506,TA,TA,Y,0,WD,Normal,11.849404844423074,0,0
1209,20,RL,85.0,10182,IR1,Lvl,CulDSac,Somerst,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,PConc,Ex,TA,Mn,GLQ,1220,0,440,1660,Ex,Y,SBrkr,1660,0,1660,1,0,2,0,3,1,Gd,8,1,Gd,Attchd,2006.0,RFn,2,500,TA,TA,Y,322,New,Partial,12.577639650232573,1,50
1210,60,RL,70.0,11218,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,1055,1055,Ex,Y,SBrkr,1055,790,1845,0,0,2,1,3,1,Gd,8,1,TA,Attchd,1992.0,RFn,2,462,TA,TA,Y,635,WD,Normal,12.149507585033072,1,104
1211,50,RL,152.0,12134,IR1,Bnk,Inside,Gilbert,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,Gd,Wood,Gd,TA,Av,GLQ,427,0,132,559,Gd,Y,SBrkr,1080,672,1752,0,0,2,0,4,1,TA,8,0,Noune,Basment,1988.0,RFn,2,492,TA,TA,Y,325,WD,Normal,12.00762780434872,1,12
1212,30,RL,50.0,9340,Reg,Lvl,Inside,Edwards,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Rec,344,0,328,672,TA,Y,SBrkr,672,0,672,1,0,1,0,2,1,TA,4,0,Noune,Attchd,1941.0,Unf,1,234,TA,TA,N,0,WD,Normal,11.635151947212842,1,113
1213,80,RL,74.4375,10246,IR1,Lvl,CulDSac,Sawyer,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,Gd,Av,GLQ,648,0,0,648,Ex,Y,SBrkr,960,0,960,1,1,0,0,0,1,TA,3,0,Noune,Attchd,1965.0,Unf,1,364,TA,TA,Y,88,WD,Normal,11.884495917930655,0,0
1214,85,RL,69.0,10205,IR1,Lvl,Inside,NAmes,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,Av,BLQ,784,0,141,925,TA,Y,SBrkr,999,0,999,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1962.0,Unf,1,300,TA,TA,Y,150,WD,Normal,11.80932691294063,1,72
1215,20,RL,99.0,7094,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,Rec,180,374,340,894,TA,Y,SBrkr,894,0,894,0,0,1,0,3,1,TA,5,0,Noune,Detchd,1966.0,RFn,1,384,TA,TA,Y,0,WD,Normal,11.736077016252437,0,0
1216,90,RM,68.0,8930,Reg,Lvl,Inside,Sawyer,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,TA,Y,SBrkr,1318,584,1902,0,0,2,0,4,2,TA,8,0,Noune,Attchd,1978.0,Unf,2,539,TA,TA,Y,0,WD,Normal,11.626263078808801,0,0
1217,20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,PConc,Gd,TA,Mn,GLQ,936,0,364,1300,Ex,Y,SBrkr,1314,0,1314,1,0,2,0,3,1,Gd,6,0,Noune,Attchd,2009.0,RFn,2,552,TA,TA,Y,135,New,Partial,12.343470927093518,1,112
1218,50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,Noune,0.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,Gd,N,SBrkr,672,240,912,0,0,1,0,2,1,TA,3,0,Noune,Noune,1948.0,Noune,0,0,Noune,Noune,N,0,WD,Normal,11.296024885689746,0,0
1219,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,CBlock,TA,TA,No,Unf,0,0,672,672,TA,Y,SBrkr,672,546,1218,0,0,1,1,3,1,TA,7,0,Noune,Noune,1971.0,Noune,0,0,Noune,Noune,N,201,WD,Abnorml,11.424105180165641,0,0
1220,20,RL,66.0,7800,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,Rec,312,600,0,912,TA,Y,SBrkr,912,0,912,0,0,1,0,2,1,TA,5,0,Noune,Attchd,1964.0,Unf,1,288,TA,TA,Y,0,WD,Abnorml,11.652696102959753,0,0
1221,20,RL,55.0,8250,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,250,492,210,952,Ex,Y,SBrkr,1211,0,1211,0,0,1,0,3,1,TA,5,1,TA,Attchd,1968.0,Unf,1,322,TA,TA,Y,0,WD,Normal,11.80560254159177,1,63
1222,50,RL,78.0,10496,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,CBlock,TA,TA,Mn,Rec,196,0,844,1040,Ex,Y,SBrkr,1168,678,1846,0,0,2,0,3,1,TA,7,1,Gd,Attchd,1949.0,Unf,1,315,TA,TA,Y,0,WD,Normal,11.870606902224587,0,0
1223,20,RL,89.0,10680,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,CBlock,TA,Fa,No,LwQ,756,0,1380,2136,TA,N,FuseA,2136,0,2136,0,0,2,0,4,1,TA,7,0,Noune,Detchd,1951.0,Unf,2,528,TA,TA,Y,0,WD,Normal,11.834291315386718,1,30
1224,60,RL,60.0,15384,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,GLQ,724,0,64,788,Ex,Y,SBrkr,788,702,1490,1,0,2,1,3,1,Gd,8,1,Gd,Attchd,2004.0,Fin,2,388,TA,TA,Y,100,WD,Normal,12.122696471358964,1,75
1225,80,RL,65.0,10482,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,CBlock,TA,TA,Av,GLQ,507,0,81,588,Ex,Y,SBrkr,1138,0,1138,0,1,1,0,3,1,TA,6,0,Noune,Attchd,1958.0,RFn,1,264,TA,TA,Y,224,WD,Normal,11.884495917930655,0,0
1226,60,RL,86.0,14598,IR1,Lvl,CulDSac,Somerst,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,PConc,Gd,TA,Mn,Unf,0,0,894,894,Ex,Y,SBrkr,894,1039,1933,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,2007.0,Fin,3,668,TA,TA,Y,100,WD,Normal,12.273735966890268,1,18
1227,20,RL,72.0,8872,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,CBlock,TA,TA,No,ALQ,595,0,317,912,Ex,Y,SBrkr,912,0,912,1,0,1,0,2,1,Gd,5,0,Noune,Detchd,1992.0,Unf,2,576,TA,TA,Y,0,WD,Normal,11.898194668458823,1,240
1228,120,RL,65.0,8769,Reg,Lvl,Corner,NridgHt,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,PConc,Ex,TA,No,GLQ,1540,0,162,1702,Ex,Y,SBrkr,1702,0,1702,1,0,1,1,1,1,Ex,7,1,Gd,Attchd,2008.0,Fin,3,1052,TA,TA,Y,0,New,Partial,12.813920618864572,2,296
1229,80,RL,70.0,7910,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,666,0,409,1075,Gd,Y,SBrkr,1507,0,1507,0,0,2,0,4,1,TA,7,0,Noune,Basment,1960.0,Unf,1,404,TA,TA,Y,0,WD,Normal,11.751950239425476,0,0
1230,90,RL,74.4375,18890,IR1,Lvl,Inside,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,Noune,1.0,TA,CBlock,Gd,TA,No,GLQ,498,211,652,1361,Ex,Y,SBrkr,1361,1259,2620,0,0,2,2,4,2,TA,12,1,TA,BuiltIn,1977.0,RFn,2,600,TA,TA,N,155,WD,Normal,12.154784614286667,2,169
1231,90,RL,70.0,7728,Reg,Lvl,Inside,NAmes,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,CBlock,TA,TA,Av,ALQ,803,0,303,1106,TA,Y,SBrkr,1190,0,1190,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1962.0,Unf,2,540,TA,TA,Y,0,WD,Normal,11.794345471549745,1,18
1232,90,RL,70.0,9842,Reg,Lvl,FR2,NAmes,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,TA,Y,SBrkr,1224,0,1224,0,0,2,0,2,2,TA,6,0,Noune,CarPort,1962.0,Unf,2,462,TA,TA,Y,0,WD,Normal,11.530775206233024,0,0
1233,20,RL,76.46236559139786,12160,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,CBlock,TA,TA,No,Rec,1000,0,188,1188,Fa,Y,SBrkr,1188,0,1188,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1959.0,RFn,2,531,TA,TA,Y,0,COD,Abnorml,11.863589378812122,0,0
1234,70,RH,55.0,8525,Reg,Bnk,Inside,SWISU,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,PConc,TA,TA,Av,Unf,0,0,940,940,TA,N,FuseA,1024,940,1964,0,0,1,1,4,1,TA,7,0,Noune,Noune,1911.0,Noune,0,0,Noune,Noune,N,0,WD,Abnorml,11.775297421715827,1,192
1235,70,RL,96.0,13132,Reg,Lvl,Inside,Crawfor,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,Gd,TA,Mn,Unf,0,0,747,747,Gd,Y,FuseF,892,892,1784,0,0,1,1,4,1,TA,9,0,Noune,Detchd,1914.0,Unf,1,180,Fa,Fa,N,203,WD,Normal,11.841423131921784,1,40
1236,160,RL,36.0,2628,Reg,Lvl,Inside,NridgHt,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,PConc,Gd,TA,No,Unf,0,0,764,764,Ex,Y,SBrkr,764,862,1626,0,0,2,1,2,1,Gd,6,0,Noune,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,WD,Normal,12.075400019877522,1,27
1237,60,RL,41.0,12393,IR2,Lvl,FR2,CollgCr,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,847,847,Ex,Y,SBrkr,847,1101,1948,0,0,2,1,4,1,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,WD,Normal,12.180759965737863,1,48
1238,20,RL,63.0,13072,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,1141,1141,Ex,Y,SBrkr,1141,0,1141,0,0,1,1,3,1,TA,6,0,Noune,Detchd,2005.0,Unf,2,484,TA,TA,Y,0,WD,Abnorml,11.86710429621008,0,0
1239,20,RL,64.0,9037,IR1,HLS,Inside,Timber,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,PConc,Gd,TA,Av,GLQ,428,0,1048,1476,Ex,Y,SBrkr,1484,0,1484,0,0,2,0,2,1,Ex,6,1,Gd,Attchd,2006.0,RFn,2,472,TA,TA,Y,120,WD,Normal,12.490879338036375,1,33
1240,60,RL,65.0,8158,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,PConc,Gd,TA,No,GLQ,550,0,334,884,Ex,Y,SBrkr,884,884,1768,1,0,2,1,3,1,Gd,8,0,Noune,Attchd,2003.0,RFn,2,543,TA,TA,Y,0,WD,Normal,12.323415584358154,1,63
1241,20,RL,83.0,9849,Reg,Lvl,Inside,Somerst,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,PConc,Gd,TA,Av,Unf,0,0,1689,1689,Ex,Y,SBrkr,1689,0,1689,0,0,2,0,3,1,Gd,7,0,Noune,Attchd,2007.0,RFn,3,954,TA,TA,Y,0,New,Partial,12.42250975887691,1,56
1242,85,RL,85.0,10625,Reg,Lvl,Inside,NWAmes,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,CBlock,Gd,TA,Gd,GLQ,885,168,0,1053,TA,Y,SBrkr,1173,0,1173,1,0,2,0,3,1,Gd,6,2,TA,Attchd,1974.0,RFn,2,528,TA,TA,Y,0,WD,Family,12.04355959836804,1,120
1243,20,RL,107.0,13891,Reg,Lvl,Inside,NridgHt,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Ex,PConc,Ex,Gd,Gd,GLQ,1386,0,690,2076,Ex,Y,SBrkr,2076,0,2076,1,0,2,1,2,1,Ex,7,1,Gd,Attchd,2006.0,Fin,3,850,TA,TA,Y,216,New,Partial,13.049794835104816,1,229
1244,70,RL,71.8048780487805,11435,IR1,HLS,Corner,Crawfor,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,Noune,0.0,TA,PConc,Gd,TA,No,Unf,0,0,792,792,Fa,Y,SBrkr,792,725,1517,0,0,1,0,3,1,Gd,7,2,Gd,Detchd,1931.0,Unf,2,400,TA,TA,Y,0,WD,Normal,12.345838935721968,0,0
1245,80,RL,78.0,12090,Reg,Lvl,Inside,NWAmes,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,CBlock,Gd,TA,No,Unf,0,0,585,585,Ex,Y,SBrkr,1140,728,1868,0,0,3,1,3,1,TA,7,1,TA,BuiltIn,1984.0,Fin,2,477,TA,TA,Y,268,WD,Abnorml,12.08954444723597,2,259
1246,60,FV,65.0,8125,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,756,756,Ex,Y,SBrkr,756,797,1553,0,0,2,1,3,1,Gd,6,0,Noune,Attchd,2005.0,RFn,2,615,TA,TA,Y,0,New,Partial,12.136191879981927,1,45
1247,80,RL,70.08333333333333,12328,IR1,Lvl,Inside,Mitchel,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,CBlock,TA,TA,Av,GLQ,539,0,473,1012,TA,Y,SBrkr,1034,0,1034,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1976.0,Unf,3,888,TA,TA,Y,0,WD,Normal,12.042971193457888,0,0
1248,75,RM,60.0,9600,Reg,Lvl,Inside,OldTown,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,Noune,0.0,TA,BrkTil,Gd,TA,No,Rec,319,0,416,735,Fa,N,SBrkr,1134,924,2058,0,0,1,1,3,1,TA,8,1,Gd,Detchd,1950.0,Unf,2,396,Fa,Fa,P,0,WD,Normal,11.771443882099637,1,259
1249,20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,534,96,246,876,TA,Y,SBrkr,988,0,988,0,0,1,0,3,1,TA,6,0,Noune,Attchd,1950.0,Unf,1,276,TA,TA,Y,0,WD,Normal,11.686887175419702,1,80
1250,20,RL,93.0,11160,Reg,Lvl,Corner,NAmes,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,Noune,0.0,Gd,CBlock,TA,TA,No,ALQ,1065,0,1045,2110,Ex,Y,SBrkr,2110,0,2110,1,0,2,1,3,1,Ex,8,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,WD,Normal,12.404927602627597,0,0
1251,120,RL,81.88157894736842,3136,IR1,Lvl,Corner,NridgHt,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,PConc,Gd,TA,No,Unf,0,0,1405,1405,Ex,Y,SBrkr,1405,0,1405,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,WD,Normal,12.053801032483948,1,36
1252,20,RL,62.0,9858,Reg,Lvl,Inside,Mitchel,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,510,0,354,864,TA,Y,SBrkr,874,0,874,1,0,1,0,3,1,TA,5,0,Noune,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,WD,Normal,11.775297421715827,0,0
1253,60,RL,59.714285714285715,17542,IR1,Lvl,Inside,Veenker,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,Gd,CBlock,TA,TA,Gd,LwQ,125,1031,36,1192,TA,Y,SBrkr,1516,651,2167,1,0,2,1,3,1,Gd,9,2,Gd,Attchd,1974.0,RFn,2,518,TA,TA,Y,220,WD,Normal,12.591338447675579,1,47
1254,60,RL,60.0,6931,Reg,Lvl,Inside,Edwards,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,PConc,Gd,TA,No,Unf,0,0,746,746,Ex,Y,SBrkr,760,896,1656,0,0,2,1,3,1,Gd,7,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,178,WD,Normal,12.016128107502665,1,128
1255,50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,Fa,No,LwQ,425,0,459,884,TA,Y,FuseA,959,408,1367,0,0,1,0,3,1,TA,6,1,Gd,Detchd,1978.0,Unf,1,560,TA,TA,Y,0,WD,Normal,11.755879486687116,1,120
1256,20,RL,91.0,14303,IR1,Lvl,Corner,NoRidge,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,PConc,Gd,TA,Gd,GLQ,1314,0,672,1986,Ex,Y,SBrkr,1987,0,1987,1,0,2,0,2,1,Gd,7,1,TA,Attchd,1994.0,Fin,2,691,TA,TA,Y,262,WD,Normal,12.616528611893463,1,36
